year,prizes,full_prizes
2015-02-01,北京1注天津3注河北2注山西1注内蒙古1注辽宁4注吉林1注黑龙江1注上海4注江苏4注浙江14注江西2注山东3注重庆3注河南1注湖北3注湖南3注广东6注广西1注云南2注陕西6注甘肃1注新疆1注深圳4注共72注。,一等奖中奖情况：北京1注天津3注河北2注山西1注内蒙古1注辽宁4注吉林1注黑龙江1注上海4注江苏4注浙江14注江西2注山东3注重庆3注河南1注湖北3注湖南3注广东6注广西1注云南2注陕西6注甘肃1注新疆1注深圳4注共72注。
2015-01-29,北京1注天津1注辽宁1注吉林2注安徽2注山东2注湖北1注广东1注四川1注共12注。,一等奖中奖情况：北京1注天津1注辽宁1注吉林2注安徽2注山东2注湖北1注广东1注四川1注共12注。
2015-01-27,天津1注山西1注辽宁1注上海9注安徽1注福建1注山东2注重庆2注广东1注四川1注云南1注共21注。,一等奖中奖情况：天津1注山西1注辽宁1注上海9注安徽1注福建1注山东2注重庆2注广东1注四川1注云南1注共21注。
2015-01-25 00:00:00,江苏1注福建1注河南1注广东1注深圳1注共5注。,一等奖中奖情况：江苏1注福建1注河南1注广东1注深圳1注共5注。
2015-01-22,北京1注辽宁1注吉林1注重庆2注四川1注青海1注共7注。,一等奖中奖情况：北京1注辽宁1注吉林1注重庆2注四川1注青海1注共7注。
2015-01-20,北京1注天津1注浙江2注安徽1注山东1注重庆1注广东2注广西1注四川2注深圳1注共13注。,一等奖中奖情况：北京1注天津1注浙江2注安徽1注山东1注重庆1注广东2注广西1注四川2注深圳1注共13注。
2015-01-18,天津1注河北1注山西1注江苏1注湖北2注共6注。,一等奖中奖情况：天津1注河北1注山西1注江苏1注湖北2注共6注。
2015-01-15,天津3注湖南1注广东2注广西1注深圳1注共8注。,一等奖中奖情况：天津3注湖南1注广东2注广西1注深圳1注共8注。
2015-01-13,上海1注河南1注广东1注陕西2注宁夏2注共7注。,一等奖中奖情况：上海1注河南1注广东1注陕西2注宁夏2注共7注。
2015-01-11,北京1注天津1注内蒙古1注重庆1注湖北1注甘肃1注新疆1注共7注。,一等奖中奖情况：北京1注天津1注内蒙古1注重庆1注湖北1注甘肃1注新疆1注共7注。
2015-01-08,辽宁2注安徽1注广东1注广西1注共5注。,一等奖中奖情况：辽宁2注安徽1注广东1注广西1注共5注。
2015-01-06,内蒙古1注上海1注浙江1注江西1注湖南1注共5注。,一等奖中奖情况：内蒙古1注上海1注浙江1注江西1注湖南1注共5注。
2015-01-04,天津2注河北1注山西2注浙江1注湖北3注湖南2注新疆1注深圳1注共13注。,一等奖中奖情况：天津2注河北1注山西2注浙江1注湖北3注湖南2注新疆1注深圳1注共13注。
2015-01-01,北京1注黑龙江1注上海2注湖南1注广东1注海南1注青海1注共8注。,一等奖中奖情况：北京1注黑龙江1注上海2注湖南1注广东1注海南1注青海1注共8注。
2014-12-30,河北1注辽宁1注吉林1注上海1注江西5注河南1注广东2注共12注。,一等奖中奖情况：河北1注辽宁1注吉林1注上海1注江西5注河南1注广东2注共12注。
2014-12-28,天津1注河北2注吉林1注江苏2注浙江2注山东1注重庆1注广东1注广西2注共13注。,一等奖中奖情况：天津1注河北2注吉林1注江苏2注浙江2注山东1注重庆1注广东1注广西2注共13注。
2014-12-25,山西1注内蒙古1注辽宁1注上海1注安徽1注山东1注河南1注湖南1注陕西1注共9注。,一等奖中奖情况：山西1注内蒙古1注辽宁1注上海1注安徽1注山东1注河南1注湖南1注陕西1注共9注。
2014-12-23,上海2注共2注。,一等奖中奖情况：上海2注共2注。
2014-12-21,河北2注吉林1注上海1注江西1注广东1注广西1注四川1注新疆1注共9注。,一等奖中奖情况：河北2注吉林1注上海1注江西1注广东1注广西1注四川1注新疆1注共9注。
2014-12-18,内蒙古1注湖北1注广东1注广西1注共4注。,一等奖中奖情况：内蒙古1注湖北1注广东1注广西1注共4注。
2014-12-16,内蒙古1注上海2注共3注。,一等奖中奖情况：内蒙古1注上海2注共3注。
2014-12-14,北京1注辽宁2注江苏1注山东1注湖南1注广东2注四川1注共9注。,一等奖中奖情况：北京1注辽宁2注江苏1注山东1注湖南1注广东2注四川1注共9注。
2014-12-11,河北1注浙江1注山东1注湖南2注深圳1注共6注。,一等奖中奖情况：河北1注浙江1注山东1注湖南2注深圳1注共6注。
2014-12-09,北京5注山西6注吉林1注海南1注四川1注共14注。,一等奖中奖情况：北京5注山西6注吉林1注海南1注四川1注共14注。
2014-12-07,黑龙江1注安徽1注重庆1注湖南1注深圳1注共5注。,一等奖中奖情况：黑龙江1注安徽1注重庆1注湖南1注深圳1注共5注。
2014-12-04,北京12注黑龙江1注江苏1注浙江3注江西2注广东1注西藏1注陕西1注共22注。,一等奖中奖情况：北京12注黑龙江1注江苏1注浙江3注江西2注广东1注西藏1注陕西1注共22注。
2014-12-02,内蒙古1注黑龙江1注江苏1注浙江1注西藏1注共5注。,一等奖中奖情况：内蒙古1注黑龙江1注江苏1注浙江1注西藏1注共5注。
2014-11-30,上海2注浙江2注重庆1注广东2注四川2注陕西1注共10注。,一等奖中奖情况：上海2注浙江2注重庆1注广东2注四川2注陕西1注共10注。
2014-11-27,河北1注黑龙江1注重庆1注河南1注广东1注共5注。,一等奖中奖情况：河北1注黑龙江1注重庆1注河南1注广东1注共5注。
